selfies,target
[N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],2.3
[O][=C][Branch1][C][O-1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],2.3
[N][C][=C][C][=C][C][C][=N][NH1][C][Ring1][=Branch2][=Ring1][Branch1],2.3
[O][=C][Branch1][C][O-1][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][O],2.3
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],2.3
[C][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],2.3
[N][#C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][F],2.3
[NH3+1][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][C][=Branch1][C][=O][O-1],2.32
[O][C][C][C][C][C][Branch1][C][O][Branch1][Ring2][NH2+1][Ring1][=Branch1][C][Branch1][C][O][C][Ring1][#Branch2][O],2.34
[O][C][C][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Ring2][O],2.35
[O][=C][Branch1][C][O-1][C][C][C][C][C][C][Ring1][=Branch1][C][=N][NH1][C][Branch1][C][S][=N][Ring1][=Branch1],2.35
[C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],2.35
[O][=C][C][=C][Branch1][=Branch2][N][C][=N][N][=N][NH1][Ring1][Branch1][C][C][C][Ring1][N],2.36
[O][C][C][O][C][Branch2][Ring1][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Ring2][O],2.37
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][=N][NH1][Ring1][Branch1],2.38
[C][C][=Branch1][C][=O][N][C][Branch1][#C][C][Branch1][C][O][C][C][Branch1][C][O][C][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][O],2.39
[C][C][=Branch1][C][=O][N][C][C][S][S][C][C][N][C][=Branch1][C][=O][C][C][C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][=N][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Ring2][Ring1][C],2.39
[C][O][C][C][O][C][=C][C][Branch1][C][C][=N][C][Branch1][C][N][=N][Ring1][Branch2],2.4
[N][=C][C][=C][N][Branch2][Ring1][Ring2][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][F][C][Ring1][#Branch2][O][C][=Branch1][C][=O][NH1][Ring2][Ring1][C],2.4
[O][=C][Branch1][C][O-1][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],2.4
[C][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][P][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Ring2][Ring1][Ring1][O][C][Branch1][C][C][=O],2.4
[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][=Branch1][C][=O][O-1],2.41
[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],2.44
[C][C][Branch1][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.44
[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C][O][C][C][Branch1][C][O][C][Ring1][=Branch1][O],2.44
[O][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],2.44
[NH3+1][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.44
[O][=C][NH1][C][=Branch1][C][=O][N][Branch2][Ring1][Ring2][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][F][C][Ring1][#Branch2][O][C][=C][Ring2][Ring1][C][F],2.44
[N][C][=N][C][=C][NH1][Ring1][Branch1],2.44
[C][C][=Branch1][C][=O][N][C][Branch2][=Branch2][=C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch2][=Branch1][#C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][N][=O][C][Branch1][C][C][C][C][Branch1][C][C][C],2.46
[O][C][C][O][C][Branch2][Ring2][#Branch2][O][C][Branch2][Ring1][=Branch1][C][O][C][Branch1][Ring1][C][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Branch1][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][#C][O],2.46
[O][=C][C][=C][N][Branch2][Ring1][Ring2][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][F][C][Ring1][#Branch2][O][C][=Branch1][C][=O][NH1][Ring2][Ring1][C],2.46
[C][=C][C][=C][Branch2][Ring1][Ring1][C][=N][S][C][Branch1][#Branch2][N][C][C][C][NH2+1][C][C][Ring1][#Branch1][=N][Ring1][N][C][=C][Ring2][Ring1][C],2.46
[O][=C][Branch1][C][O-1][C][C][=C][C][=N][S][N][=C][Ring1][Branch1][C][=Ring1][=Branch2],2.46
[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],2.46
[O][=C][Branch1][C][O-1][C][=C][C][=Branch1][C][=O][O-1],2.47
[NH3+1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2.47
[O][C][C][NH1+1][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][O],2.47
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][Ring2][#C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][C][Branch1][C][C][O],2.47
[O][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1],2.48
[O][=C][Branch1][C][O-1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1],2.49
[C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][S][C][=Ring1][Branch1],2.49
[C][C][C][C][C][C][#C][C][=C][N][Branch2][Ring1][Ring2][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][=Branch1][C][=O][NH1][C][Ring2][Ring1][C][=O],2.49
[C][C][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][Branch1][=Branch1][O][C][Ring1][=Branch2][=O][C][Ring1][O][Branch1][C][C][C],2.49
[O][=C][Branch1][C][O-1][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],2.5
[O][=C][Branch1][C][O-1][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F],2.51
[O][=C][Branch1][C][O-1][C][=C][C][=C][O][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.51
[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.52
[O][C][C][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Ring2][O],2.52
[C][S][C][C][=Branch1][C][=O][O-1],2.52
[C][C][C][C][=Branch1][C][=O][N][Branch1][Branch2][C][=N][N][=N][NH1][Ring1][Branch1][N][=C][Ring1][O][C],2.52
[N][C][=N][C][=C][Branch1][N][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1][NH1][Ring1][N],2.52
[O][=C][Branch1][C][O-1][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][O],2.52
[NH3+1][C][Branch2][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][=N][C][S][C][C][N][Branch1][Ring2][C][C][Cl][C][=C][C][=C][Branch1][=Branch2][C][C][C][C][=Branch1][C][=O][O-1][C][=C][Ring1][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.53
[C][C][Branch1][C][C][C][=Branch1][C][=O][O-1],2.54
[N][C][=N][C][NH1][C][=C][C][=Ring1][Branch1][C][=Branch1][C][=O][NH1][Ring1][#Branch2],2.55
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.55
[C][N][N][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][Ring1][#Branch2][N],2.55
[O][C][C][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Ring2][O],2.57
[O][C][C][Branch1][C][O][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],2.57
[C][Se][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],2.57
[NH3+1][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],2.57
[O][=C][Branch1][C][O-1][C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],2.59
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][Cl][Br],2.59
[O][=C][Branch1][C][O-1][C][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][=N],2.59
[NH3+1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.59
[NH3+1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.59
[O][=C][Branch1][C][O-1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1],2.6
[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.6
[C][NH2+1][C][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.6
[C][NH2+1][C][C][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],2.6
[N][C][=C][C][=N][C][=C][Ring1][=Branch1],2.6
[C][O][C][=C][C][=C][N][=C][Branch1][C][N][S][C][Ring1][=Branch1][=C][Ring1][#Branch2],2.6
[O][=C][Branch1][C][O-1][C][C][C][=Branch1][C][=O][O-1],2.62
[O][=C][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring2][Ring1][C][Ring1][Branch1],2.62
[C][C][Branch2][#Branch2][N][N][C][=Branch1][C][=O][C][Branch2][=Branch2][=C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][=C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][O][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1],2.62
[C][C][=C][C][Branch1][Ring1][C][NH3+1][=C][Branch1][C][C][O][Ring1][Branch2],2.62
[N][C][=Branch1][C][=O][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.62
[N][C][=Branch1][C][=O][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.62
[O][=C][Branch1][C][O-1][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],2.63
[Cl][C][C][Cl],2.64
[C][N][C][C][C][C][Ring1][Branch1][=O],2.64
[O][=C][Branch1][C][O-1][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][N],2.64
[N][C][=N][C][Branch1][C][O][=C][Branch1][C][N][C][Branch1][C][O][=N][Ring1][=Branch2],2.66
[N][C][=Branch1][C][=NH2+1][N][C][C][C][C][=Branch1][C][=O][O-1],2.66
[NH3+1][C][Branch2][Ring1][Branch2][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.67
[C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][O][C][Branch1][C][O][C][Branch1][C][O][C][O][O][Ring2][Ring1][#Branch1],2.68
[C][NH1+1][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],2.68
[C][O][C][=Branch1][C][=O][C][C][C][Branch1][C][NH3+1][C][NH1+1][Ring1][=Branch1][C],2.68
[O][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.68
[C][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.68
[N][=C][NH1][C][=Branch1][C][=O][N][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][C][=C][Ring1][S][F],2.69
[N][C][=N][C][=N][C][=C][Branch1][O][C][Branch1][C][O][C][Branch1][C][O][C][O][N][=C][Ring1][N][C][=Branch1][C][=O][NH1][Ring1][P],2.7
[NH3+1][C][C][Branch2][Ring1][#Branch1][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Branch1][O],2.7
[O][C][C][O][C][Branch2][Ring1][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Ring2][O],2.7
[O][=C][NH1][C][=N][C][C][=N][NH1][C][Ring1][=Branch2][=Ring1][Branch1],2.7
[C][C][C][C][C][=Branch1][C][=O][O-1],2.7
[C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],2.7
[C][C][C][Branch1][C][C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1],2.7
[N][C][=N][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],2.7
[O][C][C][S+1][C][C][C][C][Branch1][C][O][C][Ring1][#Branch1][C][Ring1][#Branch2][O],2.7
[C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1],2.7
[NH3+1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],2.7
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][N][=C][Ring1][=Branch1],2.7
[C][NH2+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][S][Ring1][Branch1],2.7
[F][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.7
[O][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.7
[C][NH1+1][C][C][N][Branch1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][C][Branch1][C][N][=S][C][C][Ring2][Ring1][C],2.7
[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][#Branch1][C][Ring1][O][=O],2.7
[C][C][C][C][=C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=NH2+1][NH1][Ring1][Branch2],2.7
[C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],2.7
[NH3+1][C][Branch1][#Branch2][C][C][C][C][B][Branch1][C][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][F][F],2.7
[C][=C][C][NH1+1][Branch2][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][C][C][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][O][Ring1][#C],2.7
[C][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][NH1+1][Branch1][C][C][C][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][O][Ring1][=Branch2],2.7
[C][O][C][=C][C][=C][Branch2][Ring2][=Branch1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][NH2+1][C][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][O][Ring1][=Branch2][C][=C][Ring2][Ring1][#C],2.7
[O][=C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2][Ring2][Ring1][#Branch1],2.7
[C][=C][C][S][C][Branch1][#Branch2][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1][N][=C][Ring1][O][C][=Branch1][C][=O][O-1],2.7
[NH3+1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][S][Ring1][=Branch2],2.7
[C][C][B+1][O],2.7
[O][=C][C][C][N][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring1][S],2.71
[O][=C][Branch1][C][O-1][C][C][C][C][=Branch1][C][=O][O-1],2.72
[O][=S][=Branch1][C][=O][Branch1][C][O][C][C][NH1+1][C][C][NH1+1][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2],2.74
[C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C][Ring1][O][C][Branch1][C][O][C][Branch1][C][O][C][O],2.74
[C][NH2+1][C][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.74
[O][=C][Branch1][C][O-1][C][Branch1][C][O][C][=Branch1][C][=O][O-1],2.74
[C][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O],2.74
[C][=C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],2.75
[N][C][=Branch1][C][=NH2+1][N][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1],2.76
[C][C][Branch1][C][O][C][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][O-1],2.76
[C][C][=Branch1][C][=O][O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1],2.77
[C][N][Branch1][C][C][C][=Branch1][C][=NH2+1][N][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.77
[C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][S][C][=Ring1][Branch1],2.77
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][Branch1][C][Cl][S][C][=Ring1][=Branch1][C][=Branch1][C][=O][O-1],2.77
[C][=N][C][C][C][C],2.78
[C][=C][C][=C][Branch1][O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][=C],2.78
[O][=C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][=N],2.8
[NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2.8
[O][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][O][Ring1][=Branch2],2.8
[C][C][N][C][Branch1][C][O][=C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][Ring1][#Branch2][=S],2.8
[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1],2.81
[NH2+1][=C][N][=C][N][C][C][Branch2][Ring2][Ring1][C][N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][C][N][Branch1][Ring1][C][=O][C][Ring2][Ring1][N][C][=Branch1][C][=O][N][Ring2][Ring1][P],2.81
[O][=C][Branch1][C][O-1][C][C][C][C][=Branch1][C][=O][O-1],2.82
[C][N][C][=Branch1][C][=O][C][NH1][C][=N][C][=Ring1][Branch1][N][Branch1][C][C][C][Ring1][O][=O],2.82
[O][C][C][Branch1][C][O][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],2.82
[C][C][Branch1][C][C][=C][C][N+1][=C][N][=C][Branch1][C][N][C][N][=C][NH1][C][=Ring1][Branch1][Ring1][#Branch2],2.82
[N][C][=N][C][=C][Branch1][Branch2][C][=C][C][=Branch1][C][=O][O-1][C][=N][Ring1][O],2.82
[O][=C][Branch1][C][O-1][C][C][C][Branch1][C][O][C][=Branch1][C][=O][O-1],2.82
[Cl][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.82
[C][O][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2],2.82
[C][C][NH2+1][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH2+1][Ring1][=Branch2],2.82
[C][=C][C][=C][NH1][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2],2.82
[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],2.82
[N][C][=Branch1][C][=O][C][N][=C][N][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][N][=Ring1][=C],2.82
[N][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][S][Ring1][N],2.84
[O][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][O][Ring1][=Branch2],2.84
[NH3+1][C][C][C][C][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][C][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][O][Ring1][=Branch2],2.84
[N][C][=N][C][C][=C][NH1][C][=Ring1][Branch1][C][=Branch1][C][=O][NH1][Ring1][#Branch2],2.85
[NH3+1][C][C][C][C][C][C][C][Ring1][#Branch1],2.85
[C][N][C][=Branch1][C][=O][N][C],2.85
[NH3+1][C][C][C][C][C][C][C][Ring1][#Branch1],2.85
[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][C][C][NH2+1][C][Ring1][Branch1],2.85
[O][=C][Branch1][C][O-1][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][O][Ring1][=N],2.85
